Company, Ticker,Exchange
Skystar Bio-Pharmaceutical Company, SKBID,NASDAQ
SkyWater Technology Inc, SKYT,NASDAQ
SkyWest Inc, SKYW,NASDAQ
Skyworks Solutions Inc, SWKS,NASDAQ
SL Green Realty Corporation, SLG,NYSE
Slack Technologies Inc, WORK,NYSE
Slam Corporation, SLAM,NASDAQ
Sleep Number Corporation, SNBR,NASDAQ
Sleep Number Corporation Com USD0.01, SCSS,NASDAQ
Slm Corp. - Common Stock Ex-Distribution When-Issued, SLMVV,NASDAQ
SLM Corporation, SLM,NASDAQ
SLR Investment Corporation, SLRC,NASDAQ
SLR Senior Investment Corporation, SUNS,NASDAQ
SM Energy Company, SM,NYSE
Smaaash Entertainment Inc., SMSH,NASDAQ
Smart Balance Warrants, SMBLW,NASDAQ
SMART Global Holdings Inc, SGH,NASDAQ
Smart Modular Technologies (Wwh), SMOD,NASDAQ
Smart Sand Inc, SND,NASDAQ
Smart Technologies Inc., SMT,NASDAQ
SmartFinancial Inc, SMBK,NASDAQ
Smartheat Inc., HEAT,NASDAQ
Smartpros Ltd., SPROW,NASDAQ
SmartRent Inc, SMRT,NYSE
Smartsheet Inc, SMAR,NYSE
Smf Energy, FUELD,NASDAQ
SmileDirectClub Inc, SDC,NASDAQ
SmileDirectClub Inc, SDC,NASDAQ
Smith & Wollensky Restr Grp, SWRG,NASDAQ
Smith and Wesson Brands Inc, SWBI,NASDAQ
Smith and Wesson Brands Inc, SWBIV,NASDAQ
Smith Micro Software Inc, SMSI,NASDAQ
Smith Midland Corporation, SMID,NASDAQ
Smithtown Bancorp, SMTB,NASDAQ
Smithway, SMXC,NASDAQ
SMTC Corporation, SMTX,NASDAQ
Smurfit-Stone Cont Corp Pfs, SSCCP,NASDAQ
Snap Inc, SNAP,NYSE
Snap Inc, SNAP,NYSE
Snap on Inc, SNA,NYSE
Snap One Holdings Corporation, SNPO,NASDAQ
Snb Bancshares, SNBJ,NASDAQ
Snb Bancshares (Texas), SNBT,NASDAQ
Snow Lake Resources Ltd, LITM,NASDAQ
Snowflake Inc, SNOW,NYSE
SOAR Technology Acquisition Corp, FLYA,NYSE
Soaring Eagle Acquisition Corporation, SRNG,NASDAQ
SOC Telemed Inc, TLMD,NASDAQ
Social Capital Hedosophia Holdings Corp, IPOA,NYSE
Social Capital Hedosophia Holdings Corp II, IPOB,NYSE
Social Capital Hedosophia Holdings Corp III, IPOC,NYSE
Social Capital Hedosophia Holdings Corp IV, IPOD,NYSE
Social Capital Hedosophia Holdings Corp V, IPOE,NYSE
Social Capital Hedosophia Holdings Corp VI, IPOF,NYSE
Social Capital Suvretta Holdings Corporation I, DNAA,NASDAQ
Social Capital Suvretta Holdings Corporation II, DNAB,NASDAQ
Social Capital Suvretta Holdings Corporation III, DNAC,NASDAQ
Social Capital Suvretta Holdings Corporation IV, DNAD,NASDAQ
Social Leverage Acquisition Corp I, SLAC,NYSE
Sociedad Quimica y Minera de Chile SA, SQM,NYSE
Society Pass Inc, SOPA,NASDAQ
Socket Mobile, SCKTD,NASDAQ
Socket Mobile Inc, SCKT,NASDAQ
SoFi Technologies Inc, SOFI,NASDAQ
SoFi Technologies Inc, SOFI,NASDAQ
Software Acquisition Group Inc, SAQN,NASDAQ
Software Acquisition Group Inc II, SAII,NASDAQ
Software Acquisition Group Inc III, SWAG,NASDAQ
Sol Gel Technologies Ltd, SLGL,NASDAQ
Solarcity Corp., SCTY,NASDAQ
SolarEdge Technologies Inc, SEDG,NASDAQ
Solarfun Power Holdings CO., SOLF,NASDAQ
Solaris Oilfield Infrastructure Inc, SOI,NYSE
SolarWinds Corporation, SWI,NYSE
Soleno Therapeutics Inc, SLNO,NASDAQ
Solexa, SLXA,NASDAQ
Solid Biosciences Inc, SLDB,NASDAQ
Solid Power Inc, SLDP,NASDAQ
Soligenix Inc, SNGX,NASDAQ
Solitario Zinc Corp, XPL,AMEX
Soliton Inc, SOLY,NASDAQ
Solo Brands Inc, DTC,NYSE
Solta Medical, SLTM,NASDAQ
Soluna Holdings Inc, SLNH,NASDAQ
SomaLogic Inc, SLGC,NASDAQ
Somaxon Pharmaceuticals, SOMX,NASDAQ
Somera Communications, SMRAD,NASDAQ
Somera Communications, SMRA,NASDAQ
Somerset Hills Bancorp, SOMH,NASDAQ
Somerset Hills Bancorp Wts, SOMHW,NASDAQ
Sonendo Inc, SONX,NYSE
Sonesta International Hotels Corp., SNSTA,NASDAQ
Sonic Automotive Inc, SAH,NYSE
Sonic Foundry, SOFOD,NASDAQ
Sonic Innovations, SNCI,NASDAQ
Sonic Solutions, SNIC,NASDAQ
Sonicwall, SNWL,NASDAQ
Sonida Senior Living, SNDA,NYSE
Sonim Technologies Inc, SONM,NASDAQ
Sonnet BioTherapeutics Inc, SONN,NASDAQ
Sono Group NV, SEV,NASDAQ
Sono Tek Corporation, SOTK,NASDAQ
Sonoco Products Company, SON,NYSE
Sonoma Pharmaceuticals Inc, SNOA,NASDAQ
Sonos Inc, SONO,NASDAQ
Sontra Medical, SONTD,NASDAQ
Sonus Pharmaceuticals, SNUS,NASDAQ
Sophia Genetics SA, SOPH,NASDAQ
Sophiris Bio Inc, SPHS,NASDAQ
SORL Auto Parts Inc, SORL,NASDAQ
Sorrento Tech Com USD0.001, ROKA,NASDAQ
Sorrento Therapeutics Inc, SRNE,NASDAQ
Sotera Health Company, SHC,NASDAQ
Sothebys, BID,NYSE
Sotherly Hotels Inc, SOHO,NASDAQ
Soulgate Inc., SSR,NASDAQ
Sound Federal Bancorp, SFFS,NASDAQ
Sound Financial Bancorp Inc, SFBC,NASDAQ
Soundbite Communications, SDBT,NASDAQ
Soundview Technology Grp., SNDV,NASDAQ
Source Capital Inc, SOR,NYSE
Source Interlink Companies, SORC,NASDAQ
Sourcefire, FIRE,NASDAQ
South Jersey Industries, SJISU,NYSE
South Jersey Industries Inc, SJIJ,NYSE
South Jersey Industries Inc, SJI,NYSE
South Jersey Industries Inc, SJIV,NYSE
South Mountain Merger Corporation, SMMC,NASDAQ
South Plains Financial Inc, SPFI,NASDAQ
Southcoast Financial Corp., SOCB,NASDAQ
Southeastern Grocers Inc, SEGR,NYSE
Southern Co, SO,NYSE
Southern Community Financial Corp., SCMF,NASDAQ
Southern Company, SOJC,NYSE
Southern Copper Corp, SCCO,NYSE
Southern First Bancshares Inc, SFST,NASDAQ
Southern Missouri Bancorp Inc, SMBC,NASDAQ
Southern National Bancorp of Virginia Inc, SONA,NASDAQ
Southern Security Life Ins, SSLI,NASDAQ
Southern States Bancshares Inc, SSBK,NASDAQ
Southside Bancshares Inc, SBSI,NASDAQ
SouthState Corporation, SSB,NASDAQ
Southwest Airlines Co, LUV,NYSE
Southwest Bancorp, OKSB,NASDAQ
Southwest Gas Holdings Inc, SWX,NYSE
Southwest Georgia Financial Corp, SGB,AMEX
Southwest Water, SWWC,NASDAQ
Southwestern Energy, SWN,NYSE
Southwestern Energy, SWN,NYSE
Sovos Brands Inc, SOVO,NASDAQ
SP Plus Corporation, SP,NASDAQ
Spacehab, SPABD,NASDAQ
Span-America Medical Systems, SPAN,NASDAQ
Spanish Broadcasting System, SBSAD,NASDAQ
Spansion, SPSN,NASDAQ
Spar Group Inc, SGRP,NASDAQ
Spark Energy Inc, SPKE,NASDAQ
Spark Therapeutics Inc, ONCE,NASDAQ
Spartacus Acquisition Corporation, TMTS,NASDAQ
Spartan Acquisition Corp II, SPRQ,NYSE
Spartan Acquisition Corp II, SUNL,NYSE
Spartan Energy Acquisition Corp, SPAQ,NYSE
Spartan Motors Inc, SPAR,NASDAQ
SpartanNash Company, SPTN,NASDAQ
Spatialight, HDTV,NASDAQ
Spdr Barclays Capital California Municipal Bond Etf, CXA,AMEX
Spdr Barclays International High Yield Bond Etf, IJNK,AMEX
SPDR Bloomberg High Yield Bond ETF, JNK,AMEX
SPDR Bloomberg Short Term High Yield Bond ETF, SJNK,AMEX
Spdr Bofa Merrill Emerging Markets Corporate Bond Etf, EMCD,AMEX
SPDR DJ Industrial Average ETF Trust, DIA,AMEX
SPDR Gold Trust, GLD,AMEX
Spdr Msci EM 50 Etf, EMFT,AMEX
Spdr Msci EM Beyond Bric Etf, EMBB,AMEX
Spdr Msci South Korea Quality Mix Etf, QKOR,AMEX
Spdr Msci Taiwan Quality Mix Etf, QTWN,AMEX
Spdr Nuveen Barclays Build America Bond Etf, BABS,AMEX
Spdr Nuveen Barclays New York Municipal Bond Etf, INY,AMEX
Spdr Russell/Nomura Prime Japan Etf, JPP,AMEX
Spdr Russell/Nomura Small Cap Japan Etf, JSC,AMEX
SPDR S&P 500, SPY,AMEX
SPDR S&P Bank, KBE,AMEX
SPDR S&P Biotech, XBI,AMEX
Spdr S&P Bric 40 Etf, BIK,AMEX
SPDR S&P Homebuilders, XHB,AMEX
Spdr S&P International Mid Cap Etf, MDD,AMEX
SPDR S&P Oil and Gas Exploration and Production, XOP,AMEX
SPDR S&P Regional Banking, KRE,AMEX
Special Opportunities Fund Inc, SPE,NYSE
Special Opportunities Fund Inc. - Subscription Right, SPEFR,NASDAQ
Special Opportunities Fund Inc. - Subscription Right When Issued, SPEFV,NASDAQ
Specialty Underwriters Allianc, SUAI,NASDAQ
Spectralink Corp, SLNK,NASDAQ
Spectrum Brands Holdings Inc New, SPB,NYSE
Spectrum Pharmaceuticals Inc, SPPI,NASDAQ
Spectrum Signal Processing, SSPI,NASDAQ
Speechworks International, SPWX,NASDAQ
Speedus, SPDED,NASDAQ
Speedway Motorsports Inc, TRK,NYSE
Spero Therapeutics Inc, SPRO,NASDAQ
Sphere 3D Corporation, ANY,NASDAQ
Spherix Inc, SPEX,NASDAQ
Spherix Incorporated, SPEXD,NASDAQ
Spinal Elements Holdings Inc, SPEL,NASDAQ
Spindletop Health Acquisition Corporation, SHCA,NASDAQ
Spindletop Health Acquisition Corporation, SHCAU,NASDAQ
Spire Global Inc, SPIR,NYSE
Spire Inc, SR,NYSE
Spirit Aerosystems Holdings Inc, SPR,NYSE
Spirit Airlines Inc, SAVE,NYSE
Spirit MTA REIT, SMTA,NYSE
Spirit of Texas Bancshares Inc, STXB,NASDAQ
Spirit Realty Capital Inc, SRC,NYSE
SPK Acquisition Corporation, SPK,NASDAQ
Splash Beverage Group Inc, SBEV,AMEX
Splunk Inc, SPLK,NASDAQ
Spok Holdings Inc, SPOK,NASDAQ
Sport Chalet, SPCH,NASDAQ
Sport Supply Grp. Del, RBI,NASDAQ
Sportrader Group AG, SRAD,NASDAQ
Sports Entertainment Acquisition Corp, SEAH,NYSE
Sports Resorts International, SPRI,NASDAQ
Sports Ventures Acquisition Corporation, AKIC,NASDAQ
Sportsmans Guide, SGDE,NASDAQ
Sportsmans Warehouse Holdings Inc, SPWH,NASDAQ
SportsMap Tech Acquisition Corporation, SMAP,NASDAQ
SportsMap Tech Acquisition Corporation, SMAPU,NASDAQ
SportsTek Acquisition Corporation, SPTK,NASDAQ
Spotify Technology SA, SPOT,NYSE
Spreadtrum Communications - American Depositary Share Represents Three Ordinary Shares, SPRD,NASDAQ
Spring Bank Pharmaceuticals Inc, SBPH,NASDAQ
Spring Valley Acquisition Corporation, SV,NASDAQ
Springwater Special Solutions Corporation, SWSS,NASDAQ
SpringWorks Therapeutics Inc, SWTX,NASDAQ
Sprinklr Inc, CXM,NYSE
Sprott Focus Trust Inc, FUND,NASDAQ
Sprott Inc, SII,NYSE
Sprott Physical Gold and Silver Trust, CEF,AMEX
Sprott Physical Silver Trust, PSLV,AMEX
Sprout Social Inc, SPT,NASDAQ
Sprouts Farmers Market Inc, SFM,NASDAQ
Spruce Biosciences Inc, SPRB,NASDAQ
SPS Commerce Inc, SPSC,NASDAQ
Spss Inc., SPSS,NASDAQ
SPX Corporation, SPXC,NYSE
SPX FLOW Inc, FLOW,NYSE
Squarespace Inc, SQSP,NYSE
SQZ Biotechnologies Company, SQZ,NYSE
SRAX Inc, SRAX,NASDAQ
SRC Energy Inc, SRCI,AMEX
Srs Labs, SRSL,NASDAQ
SS and C Technologies Holdings Inc, SSNC,NASDAQ
Ssa Global Technologies, SSAG,NASDAQ
SSLJ com Ltd, YGTY,NASDAQ
Ssp Solutions, SSPX,NASDAQ
SSR Mining Inc, SSRM,NASDAQ
St Joe Company, JOE,NYSE
ST Joseph Capital, SJOE,NASDAQ
ST. Francis Capital, STFR,NASDAQ
ST. Jude Medical, STJ,NYSE
STAAR Surgical Company, STAA,NASDAQ
Stabilis Solutions Inc, SLNG,NASDAQ
Stable Road Acquisition Corporation, SRAC,NASDAQ
Staffing 360 Solutions Inc, STAF,NASDAQ
Stag Industrial Inc, STAG,NYSE
Stage Stores, STGS,NASDAQ
Stage Stores Inc, SSI,NYSE
Stage Stores New Stage, STGSZ,NASDAQ
Stage Stores Wts A 8/23/06, STGSW,NASDAQ
Stagwell Inc, STGW,NASDAQ
Stamps com Inc, STMP,NASDAQ
Stancorp Financial Grp., SFG,NYSE
Standard AVB Financial Corporation, STND,NASDAQ
Standard Diversified Inc, SDI,AMEX
Standard Lithium Ltd, SLI,AMEX
Standard Microsystems Corp., SMSC,NASDAQ
Standard Motor Products Inc, SMP,NYSE
Standex International Corp, SXI,NYSE
Stanley Black & Decker Corp Unit 2013, SWH,NYSE
Stanley Black & Decker Inc, SWJ,NYSE
Stanley Black and Decker Inc, SWK,NYSE
Stanley Furniture CO Rgts, STLYR,NASDAQ
Stantec Inc, STN,NYSE
Staples, SPLS,NASDAQ
Star Bulk Carriers - Warrants, SBLKW,NASDAQ
Star Bulk Carriers Corporation, SBLK,NASDAQ
Star Bulk Carriers Corporation, SBLKZ,NASDAQ
Star Equity Holdings Inc, STRR,NASDAQ
Star Peak Corp II, STPC,NYSE
Star Peak Energy Transition Corp, STPK,NYSE
Star Scientific, CIGX,NASDAQ
Starboard Value Acquisition Corporation, SVAC,NASDAQ
Starbucks Corporation, SBUX,NASDAQ
Starbucks Corporation, SBUX,NASDAQ
Starlims Technologies Ltd., LIMS,NASDAQ
Stars Group Inc, TSG,NASDAQ
StarTek Inc, SRT,NYSE
Starwood Hotels & Resorts Worldwide, HOT,NYSE
Starwood Property Trust Inc, STWD,NYSE
Starz - Series A, STRZA,NASDAQ
Starz - Series B, STRZB,NASDAQ
State Auto Financial Corporation, STFC,NASDAQ
State Bancorp, STBC,NASDAQ
State Financial Svcsa, SFSW,NASDAQ
State National Bancshares, SNBI,NASDAQ
State National Companies, SNC,NASDAQ
State National Companies, SZTNZ,NASDAQ
State Street Corporation, STT,NYSE
Statefed Financial, SFFC,NASDAQ
Statera BioPharma Inc, STAB,NASDAQ
Statia Terminals Grp. Nv, STNV,NASDAQ
Stats Chippac Ltd. ADS, STTS,NASDAQ
StealthGas Inc, GASS,NASDAQ
StealthGas Inc, GASSV,NASDAQ
Stec, STEC,NASDAQ
Steel Connect Inc, STCN,NASDAQ
Steel Dynamics Inc, STLD,NASDAQ
Steelcase Inc, SCS,NYSE
Stein Mart Inc, SMRT,NASDAQ
Stellantis NV, STLA,NYSE
STELLAR ACQUISITION III INC., STLRU,NASDAQ
Stellar Acquisition Iii Inc. - Warrants, STLRW,NASDAQ
Stellar Acquisition Iii Inc., STLR,NASDAQ
Stellar Biotechnologies, SBOT,NASDAQ
Stellarone Corp., STEL,NASDAQ
Stellus Capital Investment Corporation, SCM,NYSE
Stem Inc, STEM,NYSE
Stemcells, STEMD,NASDAQ
Stemline Therapeutics Inc, STML,NASDAQ
Stepan Company, SCL,NYSE
StepStone Group Inc, STEP,NASDAQ
Stereotaxis Inc, STXS,AMEX
Stericycle Inc, SRCL,NASDAQ
STERIS plc, STE,NYSE
Sterling BanCorp, STL,NYSE
Sterling Bancorp Inc, SBT,NASDAQ
Sterling Bancshares, SBIB,NASDAQ
Sterling Bancshares - Warrants 12/12/2018, SBIBW,NASDAQ
Sterling Bank, STNJ,NASDAQ
Sterling Banks, STBK,NASDAQ
Sterling Check Corporation, STER,NASDAQ
Sterling Construction Company Inc, STRL,NASDAQ
Sterling Financial, SLFI,NASDAQ
Stevanato Group SpA, STVN,NYSE
Steven Madden Ltd, SHOO,NASDAQ
Stewardship Financial Corporation, SSFN,NASDAQ
Stewart Enterprises - Class A, STEI,NASDAQ
Stewart Information Services, STC,NYSE
Stifel Financial Corporation, SF,NYSE
Stitch Fix Inc, SFIX,NASDAQ
STMicroelectronics NV, STM,NYSE
Stock Yards Bancorp Inc, SYBT,NASDAQ
Stoke Therapeutics Inc, STOK,NASDAQ
Stolt Nielsen S A, SNSA,NASDAQ
Stone Bridge Intl, SBRG,NASDAQ
Stone Energy Corp., SGY,NYSE
Stone Harbor Emerging Markets Income Fund, EDF,NYSE
Stone Harbor Emerging Markets Total Income Fund, EDI,NYSE
StoneBridge Acquisition Corporation, APAC,NASDAQ
StoneCastle Financial Corporation, BANX,NASDAQ
StoneCo Ltd, STNE,NASDAQ
StoneCo Ltd, STNEV,NASDAQ
Stonegate Bank, SGBK,NASDAQ
Stoneridge Inc, SRI,NYSE
StoneX Group Inc, SNEX,NASDAQ
STORE Capital Corporation, STOR,NYSE
Stran and Company Inc, STRN,NASDAQ
Strata Skin Sciences Inc, SSKN,NASDAQ
Stratagene Corp, STGN,NASDAQ
Stratasys Ltd, SSYS,NASDAQ
Strategic Distribution New, STRD,NASDAQ
Strategic Education Inc, STRA,NASDAQ
Strategic Global Income Fund, SGL,NYSE
Stratex Networks, STXN,NASDAQ
Stratim Cloud Acquisition Corporation, SCAQ,NASDAQ
Stratos Intl, STLW,NASDAQ
Strattec Security Corporation, STRT,NASDAQ
Stratus Properties Inc, STRS,NASDAQ
Streamline Health Solutions Inc, STRM,NASDAQ
Streicher Mobile Fueling 12/27, FUELW,NASDAQ
Stride Inc, LRN,NYSE
Strongbridge Biopharma PLC, SBBP,NASDAQ
Stronghold Digital Mining Inc, SDIG,NASDAQ
Stryker Corp, SYK,NYSE
Stryve Foods Inc, SNAX,NASDAQ
Sturm Ruger and Co, RGR,NYSE
Subsea 7 SA - Ads Representing One Common Share, SUBC,NASDAQ
Successfactors, SFSF,NASDAQ
Suffolk Bancorp, SCNB,NYSE
Summa Industries, SUMX,NASDAQ
Summer Infant Inc, SUMR,NASDAQ
Summit Bancshares, SBIT,NASDAQ
Summit Bank, SBGA,NASDAQ
Summit Financial Group Inc, SMMF,NASDAQ
Summit Healthcare Acquisition Corporation, SMIH,NASDAQ
Summit Hotel Properties Inc, INN,NYSE
Summit Materials Inc, SUM,NYSE
Summit Midstream Partners LP, SMLP,NYSE
Summit State Bank, SSBI,NASDAQ
Summit Wireless Technologies Inc, WISA,NASDAQ
Sumo Logic Inc, SUMO,NASDAQ
Sumtotal Systems, SUMT,NASDAQ
Sun America Bancorp Class D, SAMBW,NASDAQ
Sun American Bancorp, SAMBD,NASDAQ
Sun Bancorp, SNBC,NASDAQ
Sun BioPharma Inc, SNBP,NASDAQ
Sun Communities Inc, SUI,NYSE
Sun Country Airlines Holdings Inc, SNCY,NASDAQ
Sun Healthcare Group Wi, SUHNV,NASDAQ
Sun Healthcare Grp., SUNH,NASDAQ
Sun Healthcare Grp., SUNHV,NASDAQ
Sun Healthcare Grp., SUNHD,NASDAQ
Sun Hydraulics Corp., SNHY,NASDAQ
Sun International Hotels Ltd, SIHLF,NASDAQ
Sun Life Financial Inc, SLF,NYSE
Sun Microsystems, JAVAD,NASDAQ
Sun Microsystems, JAVA,NASDAQ
SunCoke Energy Inc, SXC,NYSE
Suncor Energy Inc, SU,NYSE
Sundance Energy Inc, SNDE,NASDAQ
Sunday Communications Ads, SDAY,NASDAQ
Sundial Growers Inc, SNDL,NASDAQ
Sundial Growers Inc, SNDL,NASDAQ
Sunedison Semiconductor Limited - Ordinary Shares, SEMI,NASDAQ
Sunesis Pharmaceuticals, SNSSD,NASDAQ
Sunesis Pharmaceuticals Inc, SNSS,NASDAQ
Sunlink Health Systems, SSY,AMEX
Sunnova Energy International Inc, NOVA,NYSE
Sunoco LP, SUN,NYSE
SunOpta Inc, STKL,NASDAQ
Sunpower Corp, SPWAV,NASDAQ
Sunpower Corp Class B, SPWBV,NASDAQ
Sunpower Corp., SPWRA,NASDAQ
Sunpower Corp., SPWRB,NASDAQ
SunPower Corporation, SPWR,NASDAQ
SunPower Corporation, SPWRV,NASDAQ
Sunrun Inc, RUN,NASDAQ
Sunshine Bancorp, SBCP,NASDAQ
Sunstone Hotel Investors Inc, SHO,NYSE
Suntron Corp, SUNN,NASDAQ
SunTrust Banks Inc, STI,NYSE
Sunworks Inc, SUNW,NASDAQ
Super League Gaming Inc, SLGG,NASDAQ
Super Micro Computer Inc, SMCI,NASDAQ
Super Montage Ipo X Test Security SM Ipo X 4, ZDZZT,NASDAQ
Super Montage Test Security Super Montage Test, ZRZZT,NASDAQ
Super Vision International, SUPVA,NASDAQ
SuperCom Ltd, SPCB,NASDAQ
Superconductor Technologies Inc, SCON,NASDAQ
Superconductor Technologies Inc., SCOND,NASDAQ
Supergen, SUPG,NASDAQ
Superior Bancorp, SUPRD,NASDAQ
Superior Bancorp, SUPR,NASDAQ
Superior Consultant Holdings, SUPC,NASDAQ
Superior Drilling Products Inc, SDPI,AMEX
Superior Energy Services Inc, SPN,NYSE
Superior Essex, SPSX,NASDAQ
Superior Group of Companies Inc, SGC,NASDAQ
Superior Industries International, SUP,NYSE
Superior Offshore Intl, DEEP,NASDAQ
Superior Well Services, SWSI,NASDAQ
Supermontage Test Issuer Test Issue, ALZST,NASDAQ
Supermontage Test Issuer Test Issue, CNZST,NASDAQ
Supermontage Test Issuer Test Issue, DZZST,NASDAQ
Supermontage Test Issuer Test Issue, IDZST,NASDAQ
Supermontage Test Issuer Test Issue, INZST,NASDAQ
Supermontage Test Issuer Test Issue, MTZST,NASDAQ
Supermontage Test Issuer Test Issue, NVZST,NASDAQ
Supermontage Test Issuer Test Issue, SDZST,NASDAQ
Supermontage Test Issuer Test Issue, SNZST,NASDAQ
Supermontage Test Issuer Test Issue, VRZST,NASDAQ
Supernova Partners Acquisition Company II Ltd, SNII,NYSE
Supernova Partners Acquisition Company III Ltd, STRE,NYSE
Supernova Partners Acquisition Company Inc, SPNV,NYSE
Supernus Pharmaceuticals Inc, SUPN,NASDAQ
Supertex, SUPX,NASDAQ
Support com Inc, SPRT,NASDAQ
Surewest Communications, SURW,NASDAQ
Surface Oncology Inc, SURF,NASDAQ
Surgalign Holdings Inc, SRGA,NASDAQ
SurgePays Inc, SURG,NASDAQ
Surgery Partners Inc, SGRY,NASDAQ
Surgical Care Affiliates, SCAI,NASDAQ
Surgivision, SRGV,NASDAQ
SurModics Inc, SRDX,NASDAQ
SuRo Capital Corporation, SSSS,NASDAQ
SuRo Capital Corporation, SSSSL,NASDAQ
Surrozen Inc, SRZN,NASDAQ
Sustainable Development Acquisition I Corporation, SDAC,NASDAQ
Sustainable Opportunities Acquisition Corp, SOAC,NYSE
Sutherland Asset Management Corp., SLD,NYSE
Sutor Technology Grp. Limited, TOR,NASDAQ
Sutro Biopharma Inc, STRO,NASDAQ
SVB Financial Group, SIVB,NASDAQ
Svb Financial Svcs, SVBF,NASDAQ
SVF Investment Corporation, SVFA,NASDAQ
SVF Investment Corporation 2, SVFB,NASDAQ
SVF Investment Corporation 3, SVFC,NASDAQ
SVMK Inc, SVMK,NASDAQ
Sweetgreen Inc, SG,NYSE
Swiftmerge Acquisition Corporation, IVCPU,NASDAQ
Swiss Helvetia Fund Inc, SWZ,NYSE
Switch & Data Facilities Company, SDXC,NASDAQ
Switch Inc, SWCH,NYSE
Switchback Energy Acquisition Corporation, SBE,NYSE
Switchback II Corporation, SWBK,NYSE
Switchboard Incorporated, SWBD,NASDAQ
SWK Holdings Corporation, SWKH,NASDAQ
Syban Software, SYBS,NASDAQ
Sykes Enterprises Inc, SYKE,NASDAQ
Sylvamo Corporation, SLVM,NYSE
Sylvan Inc., SYLN,NASDAQ
Sylvan Learning Systems, SLVN,NASDAQ
Symantec Corporation, SYMC,NASDAQ
Symbion, SMBI,NASDAQ
Symbology Test 3, ZZO,NASDAQ
Symbology Test 3, ZZX,NASDAQ
Symbology Test Part, ZXZ@,NASDAQ
Symmetricom, SYMM,NASDAQ
Symmetry Surgical Inc., SSRG,NASDAQ
Syms Corp, SYMS,NASDAQ
Symyx Technologies, SMMX,NASDAQ
Synacor Inc, SYNC,NASDAQ
Synagro Technologies, SYGR,NASDAQ
Synalloy Corporation, SYNL,NASDAQ
Synaptics Incorporated, SYNA,NASDAQ
Synaptogenix Inc, SNPX,NASDAQ
Synavant, SNVT,NASDAQ
SYNCARDIA SYSTEMS INC, TAHT,NASDAQ
Synchronoss Technologies Inc, SNCR,NASDAQ
Synchronoss Technologies Inc, SNCRL,NASDAQ
Synchrony Financial, SYF,NYSE
Syndax Pharmaceuticals Inc, SNDX,NASDAQ
Syneos Health Inc, SYNH,NASDAQ
Synergy Financial Grp., SYNF,NASDAQ
Synergy Pharmaceuticals, SGYP,NASDAQ
Synergy Pharmaceuticals, SGYPD,NASDAQ
Synergy Pharmaceuticals - Unit, SGYPU,NASDAQ
Synergy Pharmaceuticals - Warrants, SGYPW,NASDAQ
Synetics Solutions, SYSN,NASDAQ
Synlogic Com USD0.001, MIRN,NASDAQ
Synlogic Inc, SYBX,NASDAQ
Synopsys Inc, SNPS,NASDAQ
Synovis Life Technologies, SYNO,NASDAQ
Synovus Financial Corporation, SNV,NYSE
Synplicity, SYNP,NASDAQ
Synta Pharmaceuticals Corp., SNTA,NASDAQ
Syntax-Brillian, BRLCD,NASDAQ
Syntax-Brillian Corp, BRLC,NASDAQ
Synthesis Energy Systems Inc, SES,NASDAQ
Synthetic Biologics Inc, SYN,AMEX
Synthorx Inc, THOR,NASDAQ
Syntroleum Corp., SYNM,NASDAQ
Syntroleum Warr, SYNMW,NASDAQ
Syntroleum Warr, SYNMZ,NASDAQ
Synutra International, SYUT,NASDAQ
Sypris Solutions Inc, SYPR,NASDAQ
Syros Pharmaceuticals Inc, SYRS,NASDAQ
Sysco Corp, SYY,NYSE
Systemax Inc, SYX,NYSE
T Mobile US Inc, TMUS,NASDAQ
T Mobile US Inc, TMUS,NASDAQ
T Rowe Price Group Inc, TROW,NASDAQ
T. Rowe Price QM U.S. Bond, TAGG,NYSE
T. Rowe Price Total Return, TOTR,NYSE
T. Rowe Price Ultra Short-Term Bond, TBUX,NYSE
T2 Biosystems Inc, TTOO,NASDAQ
T-3 Energy Services, TTES,NASDAQ
Tableau Software Inc, DATA,NYSE
Taboola com Ltd, TBLA,NASDAQ
Tabula Rasa HealthCare Inc, TRHC,NASDAQ
Tactile Systems Technology Inc, TCMD,NASDAQ
Taggares Agriculture Corp., TAG,NASDAQ
Tailored Brands Inc, TLRD,NYSE
Tailwind Acquisition Corp, TWND,NYSE
Tailwind International Acquisition Corp, TWNI,NYSE
Tailwind Two Acquisition Corp, TWNT,NYSE
Taitron Components Incorporated, TAIT,NASDAQ
Taiwan Fund Inc, TWN,NYSE
Taiwan Semiconductor Manufacturing Co Ltd, TSM,NYSE
Taiwan Semiconductor Manufacturing Co Ltd, TSM,NYSE
TakeTwo Interactive Software Inc, TTWO,NASDAQ
Takung Art Co Ltd, TKAT,AMEX
Tal Education Group, TAL,NYSE
Talaris Therapeutics Inc, TALS,NASDAQ
Talecris Biotherapeutics Holdings Corp., TLCR,NASDAQ
Talen Energy Corp., TLN,NYSE
Taleo Corp., TLEO,NASDAQ
Talis Biomedical Corporation, TLIS,NASDAQ
Talkspace Inc, TALK,NASDAQ
Tallgrass Energy LP, TGE,NYSE
Talmer Bancorp, TLMR,NASDAQ
Talon 1 Acquisition Corporation, TOAC,NASDAQ
Talon 1 Acquisition Corporation, TOACU,NASDAQ
Talos Energy Inc, TALO,NYSE
Talx, TALX,NASDAQ
Tandem Diabetes Care Inc, TNDM,NASDAQ
